PID,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin SF 1,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Garage Cars,Yr Sold,SalePrice
535453200,7931,5,5,1959,1959,1148,1148,1,0,1,0,3,1,1,2009,132500
535454100,10800,4,7,1949,1996,0,1461,0,0,2,0,4,1,1,2009,133500
535454160,8064,6,7,1948,1994,120,1495,0,0,1,0,3,1,2,2009,135000
535475010,7570,6,5,1964,1964,0,1806,0,0,1,1,4,1,2,2009,144750
535476110,8604,5,7,1978,1978,941,941,1,0,1,0,2,1,2,2009,145000
535476240,7936,6,6,1963,1963,826,1045,1,0,1,0,3,1,1,2009,127000
535477150,6600,5,5,1962,1962,0,894,0,0,1,0,2,1,1,2009,109500
902101010,3950,6,8,1926,2004,468,1224,0,0,1,0,3,1,1,2009,115000
902102080,10440,5,6,1910,1981,0,1230,0,0,1,1,2,1,2,2009,110000
902103100,4080,6,8,1935,1998,0,1378,0,0,1,0,3,1,1,2009,128900
902103120,10307,6,5,1910,1950,633,1944,1,0,2,0,4,2,2,2009,103500
902103170,5720,5,6,1941,1950,0,1131,0,0,1,1,3,1,1,2009,66500
902105050,15660,5,8,1910,2003,0,1306,0,0,1,1,3,1,2,2009,130000
902106010,6406,5,6,1939,1950,421,1558,0,0,1,1,3,1,2,2009,150000
902106060,6600,5,4,1892,1965,0,2372,0,0,2,0,4,2,1,2009,107500
902109140,7596,5,5,1952,1952,0,1960,0,0,2,0,4,2,2,2009,124500
902110080,3378,7,8,1946,1992,0,1389,0,0,1,1,3,1,1,2009,135000
902135020,6000,4,4,1953,1953,0,936,0,0,1,0,2,1,2,2009,93000
902201110,6000,5,7,1950,1970,384,1328,0,0,1,1,3,1,1,2009,129500
902202150,6000,5,4,1954,1954,0,1387,0,0,2,0,3,2,1,2009,93000
902204080,7404,4,6,1920,1950,0,861,0,0,1,0,2,1,2,2009,80000
902205010,5925,2,4,1940,1950,0,612,0,0,1,0,1,1,1,2009,45000
902206260,5784,5,8,1938,1996,0,886,0,0,1,0,2,1,1,2009,91300
902207170,8520,5,8,1923,1950,0,792,0,0,1,0,2,1,1,2009,99500
902301060,9600,4,4,1910,1950,0,1510,0,0,2,0,3,1,2,2009,87500
902301080,3500,5,7,1947,1950,312,1284,0,0,1,1,2,1,1,2009,110000
902325070,8100,5,5,1898,1965,0,2138,0,0,2,0,2,3,2,2009,106000
902326030,11700,7,7,1880,2003,0,2640,0,0,1,1,4,1,4,2009,265979
902327070,8400,6,7,1900,1950,0,2007,0,0,2,0,3,1,1,2009,160000
902329080,3600,6,7,1917,2007,0,1288,1,0,1,0,3,1,1,2009,119000
902330040,17671,8,9,1882,1986,216,1742,0,0,1,1,4,1,2,2009,168000
902401130,9000,7,9,1920,1988,624,1482,0,1,1,0,3,1,2,2009,143000
902402150,7200,5,4,1910,2006,247,1022,1,0,1,0,2,1,1,2009,85000
902405100,8820,5,6,1890,1996,1088,1869,0,0,1,0,2,1,2,2009,124900
902405120,5400,6,6,1920,1950,0,1480,0,0,1,0,3,1,1,2009,119000
902406070,9720,6,7,1910,2002,0,1521,0,0,1,0,4,1,3,2009,146500
903200080,21384,5,6,1923,2004,1309,1576,2,0,1,1,3,1,2,2009,223500
903201020,6615,6,6,1923,1950,0,1432,0,0,1,0,3,1,1,2009,149000
903201080,7264,7,7,1925,2007,0,1548,0,0,2,1,3,1,2,2009,205000
903202170,4960,5,7,1930,1982,0,1654,0,0,2,0,3,1,1,2009,137000
903205040,8854,6,6,1916,1950,0,952,0,0,1,0,2,1,1,2009,121000
903226130,6000,4,6,1936,1950,672,1324,0,0,1,0,3,1,1,2009,128000
903226170,6000,6,9,1937,2000,0,1176,0,0,1,0,2,1,2,2009,134900
903227070,6000,5,8,1925,1997,0,1348,1,0,1,0,3,1,1,2009,117000
903227090,6000,6,6,1939,1950,0,1412,0,0,1,0,4,1,1,2009,132500
903228070,6000,5,5,1924,1950,220,1142,0,0,1,0,3,1,1,2009,93000
903228120,6000,6,7,1926,2004,0,904,0,0,1,0,2,1,1,2009,119000
903230100,6911,5,5,1924,1950,405,1301,0,0,1,0,2,1,2,2009,100000
903231010,6120,5,6,1936,1950,0,1539,0,0,1,1,3,1,2,2009,141500
903231030,6120,4,7,1935,1995,0,1573,0,0,1,0,3,1,1,2009,133000
903231130,6120,5,7,1931,1993,209,875,1,0,1,0,2,1,1,2009,105000
903232060,6120,5,6,1925,1999,0,995,0,0,1,0,2,1,1,2009,115000
903234220,6120,5,6,1938,1950,273,1582,0,0,2,0,3,1,1,2009,150000
903236040,8635,5,5,1925,1950,134,1072,1,0,1,0,2,1,5,2009,126500
903400220,11888,6,6,1916,1994,0,2134,0,0,2,0,5,1,2,2009,214500
903425245,11414,7,8,1910,1993,0,2019,0,0,1,0,3,1,2,2009,167500
903427120,8094,6,6,1915,1950,0,1768,0,0,2,0,3,1,2,2009,155000
903429080,2500,7,8,1915,2005,299,1826,1,0,1,1,4,1,1,2009,155000
903429110,9928,7,8,1915,1994,0,1944,0,0,2,0,3,1,1,2009,179900
903451090,6876,6,5,1927,1950,522,1930,1,0,2,0,4,1,1,2009,149000
903458170,6240,4,5,1925,1950,152,1208,0,0,1,0,2,1,2,2009,103000
903475100,5775,6,7,1915,2002,0,1427,0,0,1,0,3,1,1,2009,123000
903481120,5160,6,6,1927,1950,0,1666,0,0,1,0,3,1,1,2009,135000
903484110,10320,6,7,1915,1965,276,1403,1,0,1,1,3,1,1,2009,116000
904100190,4280,4,9,1946,2001,0,704,0,1,1,0,2,1,1,2009,88750
904301100,10547,5,5,1978,1978,1152,1152,2,0,2,0,2,2,1,2009,159900
904351200,6629,6,6,1925,1950,551,1369,1,0,2,0,3,1,1,2009,103600
904351240,9780,5,3,1934,1950,0,1112,1,0,2,0,4,1,1,2009,63000
905101260,12886,5,6,1963,1999,444,1464,0,1,2,0,3,1,2,2009,175000
905101490,8816,5,6,1963,1963,651,1121,1,0,1,0,3,1,2,2009,139000
905103040,11184,6,5,1978,1978,226,1683,0,0,2,1,3,1,2,2009,172500
905103070,11625,5,6,1967,1967,527,1052,0,0,1,1,3,1,1,2009,113500
905105190,7800,5,7,1967,2004,450,899,0,0,1,0,3,1,1,2009,130000
905107310,8014,6,5,1978,1978,456,1034,0,1,1,0,3,1,2,2009,149900
905108190,7252,5,5,1982,1982,685,858,1,0,1,0,2,1,2,2009,134900
905108220,8740,5,6,1982,1982,672,860,1,0,1,0,2,1,2,2009,137000
905200220,11616,5,5,1962,1962,170,1092,0,1,1,0,3,1,1,2009,139000
905200260,15400,5,5,1961,1961,0,1774,0,0,2,0,4,1,1,2009,165000
905200350,15312,6,5,1960,1960,588,1138,0,1,1,0,3,1,2,2009,148000
905225090,15584,5,5,1956,1956,0,2071,0,1,1,1,4,1,1,2009,165000
905229040,11250,4,5,1957,1989,0,1788,1,0,1,0,5,1,1,2009,161500
905325020,25095,5,8,1968,2003,1324,1473,2,0,1,0,1,1,1,2009,143000
905377010,17140,4,6,1956,1956,1059,1229,0,0,1,0,3,1,1,2009,135000
905377130,12342,4,5,1940,1950,262,861,0,0,1,0,1,1,2,2009,82500
905401100,10708,5,5,1955,1993,379,1867,1,0,1,0,2,1,1,2009,190000
905402060,13680,3,5,1955,1955,0,1733,0,0,2,0,4,1,2,2009,139600
905402070,15635,4,5,1954,1954,0,1383,0,0,1,0,2,1,2,2009,122000
905450020,9855,6,5,1956,1956,0,1689,0,0,1,0,3,1,2,2009,127500
905451300,9571,5,5,1956,1956,257,1073,1,0,1,0,2,1,1,2009,121500
905451340,9571,5,3,1958,1958,0,1276,0,0,1,0,3,1,1,2009,60000
905452040,9350,6,7,1946,1950,342,1639,0,0,1,1,3,1,1,2009,154400
905452050,9340,4,6,1941,1950,344,672,1,0,1,0,2,1,1,2009,113000
905475160,7440,5,6,1954,1954,173,1089,1,0,1,0,3,1,1,2009,125000
905475500,11500,4,3,1957,1957,0,845,0,0,1,0,3,1,1,2009,84000
905476230,4235,5,5,1984,1984,552,1049,1,0,2,0,2,1,1,2009,139500
905478030,11409,5,4,1949,2008,292,1716,0,0,1,1,3,1,1,2009,131000
905480030,9060,6,5,1939,1950,204,1258,0,0,1,0,2,1,1,2009,105000
905480210,9084,4,5,1940,1950,0,1510,1,0,1,0,4,1,1,2009,108000
906201021,10778,7,6,1990,1991,460,1061,1,0,1,1,1,1,2,2009,162000
906201050,19255,6,5,1983,1983,70,1338,0,0,1,1,2,1,2,2009,156500
906201130,12327,8,8,1983,2009,1441,2132,1,0,1,1,1,1,2,2009,316600
906203120,14684,7,7,1990,1991,485,2196,0,0,2,0,3,1,3,2009,271900
906223060,9317,7,5,1993,1993,513,1775,1,0,2,1,3,1,2,2009,213000
906223080,10560,7,5,1993,1994,474,1879,1,0,2,1,3,1,2,2009,239900
906223210,9828,8,5,1995,1995,584,2020,0,0,2,1,3,1,2,2009,239500
906226060,26400,5,7,1880,2007,0,2016,0,0,1,0,4,1,2,2009,131000
906226070,7018,5,5,1979,1979,0,1535,0,0,2,0,4,2,2,2009,118964
906226080,7018,5,5,1979,1979,1086,1224,2,0,0,2,2,2,2,2009,153337
906226090,7018,5,5,1979,1979,0,2228,0,0,2,0,6,2,2,2009,147983
906226100,7018,5,5,1979,1979,0,1535,0,0,2,0,4,2,2,2009,118858
906226110,7018,5,5,1979,1979,0,1535,0,0,2,0,4,2,2,2009,118858
906226120,7018,5,5,1979,1979,0,2240,0,0,2,0,6,2,2,2009,142953
906226130,7040,5,5,1979,1979,1094,1229,2,0,0,2,2,2,2,2009,148325
906226140,7007,5,5,1979,1979,0,1513,0,0,2,0,4,2,2,2009,113722
906230010,11855,7,5,2000,2000,820,2787,2,0,4,2,6,2,4,2009,269500
906230020,7939,7,5,2000,2000,820,2787,2,0,4,2,6,2,4,2009,269500
906230030,7976,7,5,2000,2000,820,2787,2,0,4,2,6,2,4,2009,269500
906340100,10933,9,5,2009,2009,1021,1680,1,0,1,1,1,1,3,2009,323262
906340110,10637,8,5,2007,2008,1288,1718,1,0,2,0,3,1,3,2009,297000
906340120,10226,8,5,2008,2008,0,1630,1,0,2,0,3,1,3,2009,295493
906340130,10816,9,5,2008,2008,1104,1720,1,0,2,0,3,1,3,2009,332000
906378110,9178,8,5,2008,2008,0,1468,0,0,2,0,3,1,3,2009,239900
906380050,10769,8,5,2007,2007,20,1768,0,0,2,1,3,1,2,2009,212000
906380060,11422,8,5,2007,2008,1359,1838,1,0,2,0,3,1,2,2009,272500
906380100,11923,9,5,2007,2007,0,1800,0,0,2,0,2,1,2,2009,239000
906380130,8814,7,5,2006,2006,1334,1604,1,0,2,1,3,1,2,2009,220000
906380210,6762,7,5,2007,2007,902,1290,1,0,2,0,2,1,2,2009,200000
906380220,10324,8,5,2008,2008,872,1254,1,0,2,0,2,1,3,2009,221800
906392070,7314,7,5,2007,2007,724,1232,1,0,2,0,2,1,2,2009,194500
906392110,11645,8,5,2005,2006,24,1498,0,0,2,0,3,1,3,2009,237000
906392130,11646,6,5,2005,2006,0,1422,0,0,2,1,3,1,2,2009,173000
906402060,12800,7,5,1989,1989,1518,1644,1,1,2,0,2,1,2,2009,275000
906426210,16698,7,5,1992,1993,800,1759,1,0,2,1,3,1,2,2009,233500
906475070,28698,5,5,1967,1967,249,2126,0,1,2,1,3,1,2,2009,185000
907126010,12464,5,5,1996,1996,732,1040,1,0,1,0,3,1,2,2009,152000
907126050,9757,5,7,1994,1994,755,990,1,0,1,0,3,1,1,2009,143000
907130100,15426,6,5,1997,1997,821,1764,1,0,2,1,3,1,2,2009,231500
907131090,10667,7,6,1996,1996,385,1661,1,0,2,1,3,1,2,2009,212000
907131190,14753,7,5,1998,1998,950,1463,1,0,2,0,3,1,2,2009,207000
907135040,10859,5,5,1994,1995,0,1097,0,0,1,1,3,1,2,2009,145000
907135170,8072,5,5,1994,1995,746,990,1,0,1,0,3,1,2,2009,138000
907175100,10400,7,5,1998,1998,0,1779,0,0,2,1,3,1,2,2009,197900
907180130,10335,7,5,1999,1999,679,1501,1,0,2,0,3,1,2,2009,204000
907181100,9017,7,5,1999,1999,560,1431,1,0,2,0,3,1,2,2009,192000
907185050,8750,6,5,1998,1998,606,1772,1,0,2,1,3,1,2,2009,200000
907192030,8935,7,5,2002,2002,0,1660,0,0,2,1,3,1,2,2009,195000
907192090,9808,7,5,2002,2002,788,1573,1,0,2,0,3,1,2,2009,227000
907194010,12420,7,5,2001,2001,666,1840,1,0,2,1,3,1,2,2009,230000
907194110,16285,7,5,2001,2002,0,1430,0,0,2,0,3,1,2,2009,187100
907194160,10739,7,5,2002,2001,1259,1444,1,0,2,0,3,1,2,2009,203000
907196060,11166,7,5,2001,2001,24,1492,0,0,2,0,3,1,2,2009,201000
907201220,16269,5,5,1978,1978,625,907,0,0,1,0,3,1,1,2009,140000
907201280,6950,5,7,1979,1979,710,914,1,0,1,0,2,1,2,2009,134900
907202050,8800,5,7,1977,2008,532,1040,0,0,2,0,3,1,2,2009,150500
907202080,7000,5,8,1978,2005,646,864,1,0,1,0,3,1,1,2009,136500
907202130,9286,5,7,1977,1989,196,1268,0,0,1,1,3,1,1,2009,143500
907227030,15523,5,6,1972,1972,460,864,1,0,1,0,3,1,1,2009,133500
907227080,7200,5,5,1972,1972,777,894,0,0,1,0,2,1,2,2009,123000
907227110,7200,5,8,1972,2003,660,768,0,1,1,0,2,1,1,2009,133900
907227290,8445,5,7,1972,2007,656,768,1,0,1,0,2,1,2,2009,133000
907250070,11664,7,5,2002,2002,1234,1611,1,0,2,0,3,1,3,2009,250000
907252060,12334,8,5,2003,2003,0,2184,0,0,2,1,4,1,2,2009,254750
907252210,11838,8,5,2001,2001,0,1788,0,0,2,0,3,1,2,2009,236500
907252220,11885,8,5,2001,2001,990,1872,1,0,2,1,3,1,2,2009,261500
907253130,11050,9,5,2000,2000,904,2153,1,0,2,1,3,1,3,2009,313000
907260030,8749,7,5,2002,2002,0,1725,0,0,2,1,3,1,2,2009,198500
907265010,11250,7,5,2001,2001,0,1870,0,0,2,1,3,1,2,2009,211000
907275010,15750,8,5,1999,2000,1246,1513,1,0,2,0,2,1,2,2009,220000
907275090,11883,7,5,1996,1996,690,1504,1,0,2,0,3,1,2,2009,203000
907275140,12782,8,5,2002,2003,1360,1828,1,0,2,0,3,1,2,2009,279500
907280170,8750,7,5,1997,1998,1111,1417,1,0,2,0,3,1,2,2009,210000
907285020,9375,7,5,1997,1998,739,2034,1,0,2,1,3,1,2,2009,219500
907285050,8750,7,5,1996,1996,0,1716,0,0,2,1,2,1,2,2009,191000
907290070,9100,7,5,2001,2001,0,1212,0,0,2,0,3,1,2,2009,178000
907290090,9750,7,5,2000,2001,0,1630,0,0,2,0,3,1,2,2009,213000
907290180,4435,6,5,2003,2004,685,848,1,0,1,0,1,1,2,2009,144000
907290210,4435,6,5,2003,2003,685,848,1,0,1,0,1,1,2,2009,140000
907410130,10200,8,5,2007,2007,1478,1602,1,0,2,0,3,1,3,2009,293200
907412020,9313,7,5,2004,2004,0,1728,0,0,2,1,3,1,2,2009,190000
907414020,8487,7,5,2004,2004,20,1500,0,0,2,0,3,1,2,2009,190000
907414080,8633,6,5,2005,2005,193,1476,1,0,2,1,3,1,2,2009,173500
907420040,11069,6,5,2007,2007,0,1396,0,0,2,1,3,1,2,2009,170000
908102050,8777,4,5,1949,2003,0,1126,0,0,2,0,2,1,2,2009,108000
908102270,9937,5,7,1964,1999,637,1486,1,0,1,0,3,1,2,2009,167000
908102290,8877,4,6,1938,1958,690,816,1,0,1,0,2,1,1,2009,100000
908128060,7301,7,5,2003,2003,0,1922,0,0,3,0,4,1,2,2009,198500
908151050,7950,6,6,1977,1977,535,1426,0,0,1,1,3,1,2,2009,159500
908152035,10682,4,6,1960,1971,399,1149,1,0,1,0,3,1,1,2009,127000
908152100,7200,6,6,1976,1976,631,1125,1,0,1,0,3,1,1,2009,125000
908154040,13286,9,5,2007,2008,1234,1698,1,0,2,0,3,1,3,2009,320000
908186080,3675,6,5,2005,2006,547,1072,1,0,1,0,2,1,2,2009,145500
908203090,6410,4,5,1959,1959,332,876,0,0,1,0,3,1,1,2009,85000
908225290,11767,5,5,1950,1950,1078,1368,1,0,1,0,3,1,1,2009,120000
908225370,8405,4,3,1945,1950,0,1529,0,0,2,0,4,1,1,2009,98000
908250030,10206,3,3,1952,1952,0,944,0,0,1,0,2,1,2,2009,82000
908275110,11767,5,5,1956,1956,546,1560,0,0,1,0,2,1,1,2009,103500
908276150,8926,4,3,1956,1956,0,960,0,0,1,0,3,1,1,2009,112000
909101010,12354,6,8,1920,2000,0,1196,0,0,1,0,3,1,2,2009,110000
909101100,8212,5,6,1941,1950,626,1298,0,0,1,0,3,1,1,2009,122000
909101140,10998,5,5,1941,1960,408,1604,0,0,2,0,3,1,2,2009,117000
909129090,6300,5,4,1938,1950,832,1268,0,0,1,1,3,1,1,2009,160000
909129100,4500,5,5,1932,2000,182,1520,0,0,1,0,3,1,1,2009,159434
909175080,8400,2,5,1920,1950,290,438,0,0,1,0,1,1,1,2009,60000
909178160,9900,6,7,1940,1950,0,1489,0,0,2,0,3,1,1,2009,139500
909179020,15863,7,3,1920,1970,523,3082,1,0,2,1,5,1,2,2009,197000
909250080,5707,6,6,1935,1950,0,1242,0,0,1,1,3,1,1,2009,105000
909250220,7804,4,3,1928,1950,622,1981,1,0,2,0,4,1,2,2009,135000
909251050,8574,6,8,1916,2000,0,1232,0,0,1,0,3,1,2,2009,147500
909251170,6171,6,6,1925,1990,264,1608,0,0,2,1,3,1,1,2009,137450
909252020,7200,7,9,1936,2007,350,1135,1,0,1,0,3,1,2,2009,155000
909253010,7558,6,6,1928,1950,0,1913,0,0,1,1,3,1,2,2009,177000
909253180,6292,7,7,1928,1950,0,1477,0,1,2,0,3,1,1,2009,145000
909254010,7155,7,8,1918,1990,0,1228,0,0,1,0,3,1,1,2009,137000
909257050,10918,7,9,1926,2004,0,2080,0,0,1,1,3,1,1,2009,234000
909275080,13680,5,6,1940,1950,728,1567,1,0,1,1,2,1,2,2009,205000
909276110,7500,6,7,1942,1950,547,1494,0,0,1,0,3,1,1,2009,177500
909276200,9600,5,7,1940,1950,428,1308,1,0,1,1,2,1,1,2009,160000
909277090,14680,5,4,1960,1960,793,1273,0,0,1,0,2,1,1,2009,155000
909277100,13360,5,7,1921,2006,713,964,1,0,1,0,2,1,2,2009,163500
909278020,7681,5,6,1921,1950,0,1343,0,0,1,1,3,1,1,2009,154900
909279010,8145,7,6,1940,1950,246,2480,0,0,2,1,5,2,2,2009,205000
909282130,9100,5,6,1954,1954,154,1112,1,0,1,0,2,1,1,2009,144800
909425060,12000,7,7,1941,1950,275,1564,0,0,1,1,3,1,1,2009,174500
909425130,13339,6,6,1960,1960,65,1561,1,0,2,0,3,1,2,2009,193000
909426090,15600,5,7,1949,2005,312,1523,1,0,2,0,3,1,1,2009,158000
909427200,14000,6,8,1950,2004,0,1152,0,1,1,0,3,1,1,2009,158500
909428240,17500,6,5,1954,1954,784,1906,1,0,1,1,3,1,2,2009,224000
909451040,1733,6,6,1980,1980,0,1032,0,0,1,0,2,1,2,2009,115000
909451100,1488,6,6,1980,1992,471,1229,1,0,1,1,2,1,2,2009,137000
909451140,1612,6,6,1980,1980,0,1229,0,0,1,1,2,1,2,2009,121000
909451180,1300,6,6,1980,1980,285,1229,0,0,1,1,2,1,2,2009,124000
909452050,13607,6,6,1986,1986,454,1982,1,0,2,1,3,1,2,2009,208000
909475040,17597,7,9,1971,2009,803,2365,1,0,2,0,3,1,2,2009,315000
909475300,21695,6,9,1988,2007,808,1680,1,0,2,0,3,1,2,2009,222000
910202070,10690,5,7,1920,1997,456,1344,0,0,1,0,3,1,1,2009,147000
910204050,8660,5,6,1900,1993,0,2168,0,0,2,0,5,1,2,2009,123000
910205020,6402,5,5,1920,1950,0,1192,0,0,1,0,3,1,1,2009,78000
911104060,10200,4,6,1925,1950,0,572,0,0,1,0,2,1,1,2009,75000
911370500,3843,8,5,2007,2008,1476,1648,1,1,2,0,2,1,2,2009,230000
912251110,21780,2,4,1910,1950,0,810,0,0,1,0,1,1,1,2009,57625
914465020,10125,8,5,2000,2001,445,2052,0,0,2,1,3,1,3,2009,251000
914465040,12822,7,5,2003,2003,1351,2149,1,0,1,1,1,1,2,2009,239686
914465055,12118,7,5,2004,2005,0,1710,0,0,2,0,3,1,2,2009,240000
914474070,12209,6,5,2001,2002,690,1961,1,0,2,1,3,1,2,2009,215000
914475010,9750,6,6,1977,1977,767,926,1,0,1,0,2,1,1,2009,156450
914475030,9360,6,7,1977,1977,841,1287,1,0,1,1,2,1,2,2009,173000
914476020,10125,5,5,1977,1977,0,1734,0,0,2,0,4,2,2,2009,126000
914476380,9947,7,5,1990,1991,611,1217,1,0,2,0,3,1,2,2009,173000
914476430,11070,5,5,1991,1991,55,1595,1,0,2,0,2,1,2,2009,152000
916176030,14375,6,6,1958,1958,111,1344,0,1,1,0,3,1,2,2009,137500
916176125,215245,7,5,1965,1965,1236,2036,2,0,2,0,3,1,2,2009,375000
916380070,12898,9,5,2007,2008,1022,1620,1,0,2,0,2,1,3,2009,315500
916382010,13159,7,5,2009,2009,0,1692,0,0,2,1,3,1,2,2009,224500
916382100,13438,9,5,2008,2008,1758,2036,1,0,2,0,3,1,3,2009,410000
916382110,14463,9,5,2008,2008,1115,1641,1,0,2,0,3,1,3,2009,316500
916386140,8925,8,5,2007,2007,16,1466,0,0,2,0,3,1,3,2009,201000
916403010,11457,6,5,1988,1988,1005,1412,1,0,2,0,3,1,2,2009,175000
916403200,9839,6,8,1980,2006,462,2237,0,0,2,1,3,1,2,2009,204000
916403250,14419,7,5,1987,1989,904,1479,2,0,2,1,3,1,2,2009,213500
916455070,6853,8,5,2001,2002,1005,1296,1,0,2,0,2,1,2,2009,220000
916460110,9157,7,5,2003,2003,0,2014,0,0,2,1,3,1,2,2009,170000
916475040,14601,9,5,2006,2006,1260,1838,1,0,2,0,2,1,3,2009,315000
921128050,12633,9,5,2007,2007,1640,1978,1,0,2,0,2,1,3,2009,425000
923201100,12518,5,7,1968,1968,532,1008,0,0,1,0,3,1,1,2009,139500
923202060,21750,5,4,1960,2006,0,1771,0,0,1,0,3,1,2,2009,115000
923203110,4500,6,5,1998,1998,866,1204,1,0,2,0,2,1,2,2009,162000
923203190,4500,6,5,1999,1999,883,1224,1,0,2,0,2,1,2,2009,165000
923225360,1596,4,5,1973,1973,462,988,1,0,1,0,2,1,1,2009,91000
923225490,9858,5,6,1968,1968,510,874,1,0,1,0,3,1,1,2009,130000
923226270,1526,4,8,1970,2002,515,630,1,0,1,0,1,1,1,2009,86000
923227080,13383,5,5,1969,2000,594,1404,0,0,2,0,3,1,2,2009,160000
923228110,1477,4,4,1970,1970,509,630,1,0,1,0,1,1,1,2009,80000
923228230,2217,4,4,1970,1970,273,1092,0,0,1,1,3,1,1,2009,88000
923230200,7689,5,8,1972,1972,720,796,0,1,1,0,2,1,1,2009,131900
923252075,7706,6,5,1993,1996,114,1091,0,1,1,0,2,1,1,2009,131250
923275040,9101,5,6,1978,1978,1097,1110,1,0,1,0,1,1,2,2009,165500
923276260,7669,5,6,1992,1993,718,883,1,0,1,0,2,1,2,2009,149000
923400025,14115,5,5,1993,1995,732,1362,1,0,1,1,1,1,2,2009,143000
923400110,10429,5,5,1992,1992,330,1287,0,0,1,1,3,1,2,2009,130000
924100040,9819,6,5,1977,1977,1567,1567,1,0,2,0,2,1,2,2009,196000
924100060,10457,5,7,1969,1969,496,1632,0,0,1,1,4,1,2,2009,173000
526351030,11029,6,8,1958,2002,528,1414,1,0,1,0,3,1,2,2008,176500
526353050,12925,6,7,1970,1970,865,2117,0,0,2,1,4,1,2,2008,237500
526354070,11075,6,5,1969,1969,500,2112,0,0,2,1,4,1,2,2008,206900
527105050,8702,6,5,1997,1998,706,1604,0,0,2,1,3,1,2,2008,187500
527106050,8139,6,5,1995,1996,476,1470,0,0,2,1,3,1,2,2008,165000
527106140,9535,6,5,1998,1998,851,1604,0,0,2,1,3,1,2,2008,195500
527106150,9042,6,5,1998,1998,828,1638,1,0,2,1,3,1,2,2008,192000
527107010,15038,6,5,1996,1996,138,1636,0,0,2,1,3,1,2,2008,173000
527107090,14137,5,5,1996,1997,450,1384,1,0,2,0,3,1,2,2008,177900
527107210,21872,7,5,1996,1997,604,1446,0,1,2,1,3,1,2,2008,175000
527127140,4923,8,5,2001,2002,1153,1593,1,0,1,1,0,1,2,2008,286000
527131110,6264,8,5,1997,1997,656,1682,1,0,1,1,1,1,2,2008,247900
527140090,5395,8,5,1993,1993,733,1337,1,0,2,0,2,1,2,2008,180000
527145090,5070,8,5,1992,1992,0,1280,0,0,2,0,2,1,2,2008,180000
527161010,10839,6,5,1997,1998,0,1604,0,0,2,1,3,1,2,2008,181000
527162180,11184,6,5,1998,1998,0,1633,0,0,2,1,3,1,2,2008,183000
527163100,8000,6,5,1995,1996,219,1658,1,0,2,1,3,1,2,2008,188000
527164120,10832,7,5,1994,1996,0,1895,0,0,2,1,3,1,2,2008,194500
527165010,14067,6,5,1991,1991,504,1709,1,0,2,1,3,1,2,2008,185000
527183030,4671,8,5,1988,1989,767,1228,1,0,2,0,2,1,2,2008,189000
527183060,5950,8,5,1989,1989,319,1337,1,0,2,0,2,1,2,2008,188500
527208010,13543,8,5,2005,2005,16,2500,0,0,3,1,5,1,3,2008,355000
527212050,11198,9,5,2005,2007,0,2504,0,0,2,1,4,1,3,2008,325000
527214030,15401,9,5,2004,2004,1337,1884,1,0,2,0,2,1,3,2008,387000
527226020,31220,6,2,1952,1952,0,1474,0,0,1,0,3,1,2,2008,115000
527252080,8118,9,5,2007,2007,1034,1710,1,0,2,0,2,1,2,2008,334000
527276040,47280,6,5,1950,1950,0,1488,0,0,2,1,3,1,2,2008,133000
527301170,20544,7,6,1986,1991,0,2093,0,0,2,1,3,1,2,2008,215000
527301245,12680,7,6,1988,1988,983,1688,1,0,2,0,2,1,2,2008,226500
527302050,12090,6,6,1981,1981,588,1422,0,0,2,0,3,1,2,2008,175500
527302070,10825,7,7,1983,1983,747,1260,1,0,2,0,3,1,2,2008,181900
527302185,18559,7,5,1978,1978,1206,2064,1,0,2,0,3,1,2,2008,235000
527302210,14450,7,5,1979,1979,864,1782,0,1,2,0,3,1,2,2008,220000
527325070,12227,6,7,1977,1995,896,2872,1,0,2,1,4,1,2,2008,272000
527325240,13068,6,5,1976,1976,890,1211,1,0,2,0,3,1,2,2008,161000
527326130,15611,5,6,1977,1977,767,1126,0,1,2,0,3,1,2,2008,175000
527354160,10400,7,6,1980,1988,0,2044,0,0,2,1,3,1,2,2008,185000
527357110,9743,5,6,1969,1969,280,1308,0,0,1,1,3,1,2,2008,146900
527357180,12511,7,7,1978,1978,988,2840,0,1,2,1,4,1,4,2008,292500
527358120,11361,6,5,1976,1976,644,1523,0,1,2,0,3,1,2,2008,180000
527359030,10400,6,5,1976,1976,0,1444,0,0,2,0,2,1,2,2008,159900
527359070,10480,7,6,1976,1976,403,1964,0,0,2,1,4,1,2,2008,205000
527378020,10000,5,6,1973,2000,1084,1178,0,1,1,1,3,1,2,2008,157000
527380240,14311,8,5,1996,1996,1023,2340,1,0,2,1,4,1,3,2008,306000
527401130,9000,5,5,1974,1974,0,1792,0,0,2,2,4,2,2,2008,133000
527402060,9750,6,8,1969,1969,602,1054,1,0,1,1,3,1,2,2008,151000
527402130,10295,4,6,1969,1969,252,936,0,0,1,0,2,1,1,2008,111900
527403360,7560,5,5,1971,1971,119,864,1,0,1,0,3,1,2,2008,123000
527425035,12735,4,5,1972,1972,600,864,0,0,1,0,3,1,2,2008,111250
